COUNTRY,CITY,ZONE,ZONE_TYPE,ZONE_PRIORITIZATION,METRIC,L8W_ROLL,L7W_ROLL,L6W_ROLL,L5W_ROLL,L4W_ROLL,L3W_ROLL,L2W_ROLL,L1W_ROLL,L0W_ROLL
MX,Zacatecas,ZAC Mecanicos,Non Wealthy,Not Prioritized,Restaurants Markdowns / GMV,0.12468681,0.11853452,0.116077198,0.126253635,0.132360843,0.132547938,0.130138608,0.123567959,0.113887498
AR,Buenos Aires,Bs As Sur Barrio San Jose,Non Wealthy,Prioritized,Perfect Orders,0.906981492,0.898434049,0.894464442,0.897481648,0.891632148,0.902347703,0.9061675,0.909255576,0.912401252
CO,Cartagena,Manga,Wealthy,Prioritized,Restaurants SST > SS CVR,0.920319847,0.921929535,0.922793667,0.921911076,0.921703978,0.92230616,0.922419673,0.924807003,0.923759787
CO,Cartagena,Manga,Wealthy,Prioritized,Pro Adoption (Last Week Status),0.358287022,0.359248744,0.35689618,0.355098102,0.352596226,0.351620419,0.351793581,0.356281726,0.377788158
CO,Cartagena,Manga,Wealthy,Prioritized,% PRO Users Who Breakeven,0.689936873,0.709432599,0.717226436,0.720299679,0.705091938,0.704900939,0.709744299,0.712393888,0.701854975
MX,Puebla,San_sebastian,Non Wealthy,Prioritized,Restaurants Markdowns / GMV,0.117637892,0.120133798,0.118639531,0.118946946,0.120451543,0.122885353,0.122690036,0.118419052,0.113219396
MX,Culiacan,Barrancos_Primavera,Wealthy,High Priority,Pro Adoption (Last Week Status),0.313165868,0.317963593,0.317791534,0.31496456,0.31468602,0.316169104,0.317610996,0.315196998,0.331143828
MX,Lazaro Cardenas,LCS Puerto,Non Wealthy,Not Prioritized,Perfect Orders,0.613279352,0.582449393,0.605179805,0.634380805,0.584450751,0.635975724,0.706066341,0.737016687,0.811813187
MX,Lazaro Cardenas,LCS Puerto,Non Wealthy,Not Prioritized,Restaurants Markdowns / GMV,0.041885872,0.058125367,0.047744209,0.037654535,0.069160666,0.070985284,0.087285871,0.102384236,0.098773307
MX,Tijuana,TIJ_Centro_Norte,Wealthy,High Priority,Turbo Adoption,0.152249135,0.151536313,0.148019458,0.147586207,0.139031206,0.12787944,0.124108108,0.117647059,0.11760812
BR,Grande São Paulo,SP - GRU - Jardim Matarazzo,Non Wealthy,Not Prioritized,Perfect Orders,0.750378723,0.729176016,0.713451802,0.714535618,0.683207312,0.658159278,0.678915044,0.694080908,0.667722838
BR,Grande São Paulo,SP - GRU - Jardim Matarazzo,Non Wealthy,Not Prioritized,Restaurants SS > ATC CVR,0.526015941,0.491977639,0.452554792,0.453189733,0.465529071,0.452905791,0.451439366,0.444662108,0.447074827
MX,Mazatlan,Maz_1,Non Wealthy,Prioritized,Restaurants SST > SS CVR,0.881664633,0.883657913,0.883914095,0.883575786,0.884246979,0.886052665,0.886190098,0.889759646,0.894016236
PE,Ica,Parcona,Non Wealthy,Prioritized,Restaurants Markdowns / GMV,0.249017143,0.266219327,0.276602766,0.279023128,0.283456997,0.276505832,0.271498118,0.262982969,0.259387525
BR,Curitiba,PR - CWB - Centro Civico/Merces,Non Wealthy,Prioritized,Restaurants SS > ATC CVR,0.493908709,0.490471351,0.468759797,0.455543418,0.457707024,0.49607396,0.47532855,0.459640417,0.437578438
BR,Curitiba,PR - CWB - Centro Civico/Merces,Non Wealthy,Prioritized,Lead Penetration,0.057073283,0.060544195,0.060984428,0.060770304,0.060339069,0.059907834,0.059907834,0.061632774,0.062926479
MX,Ensenada,ENS_Ensenada_2,Non Wealthy,Prioritized,Restaurants SS > ATC CVR,0.551129365,0.540670091,0.531286686,0.532287625,0.514042307,0.511849196,0.512574915,0.527462785,0.53381908
MX,Ensenada,ENS_Ensenada_2,Non Wealthy,Prioritized,Restaurants SST > SS CVR,0.843430976,0.850373786,0.837960601,0.830146237,0.82719498,0.834775259,0.835743673,0.857748089,0.879959567
MX,Ensenada,ENS_Ensenada_2,Non Wealthy,Prioritized,Pro Adoption (Last Week Status),0.323076923,0.333333333,0.333944954,0.336956522,0.359633028,0.366972477,0.347122302,0.327746741,0.336188437
MX,Tuxpam,TUX_Centro,Non Wealthy,Not Prioritized,Restaurants SST > SS CVR,0.837790236,0.837555337,0.839690925,0.847805861,0.863686766,0.860015363,0.861706071,0.857442179,0.849867652
MX,Tuxpam,TUX_Centro,Non Wealthy,Not Prioritized,% PRO Users Who Breakeven,0.188034188,0.125,0.173913044,0.153846154,0.163793103,0.195121951,0.188034188,0.210084034,0.216666667
BR,Grande São Paulo,Se/Ipiranga,Non Wealthy,Prioritized,Restaurants SS > ATC CVR,0.568589369,0.551987565,0.535670789,0.527962794,0.515164844,0.516188243,0.507661683,0.502392082,0.496494236
CO,Bogota,Usaquén,Wealthy,High Priority,Non-Pro PTC > OP,0.876642074,0.876320169,0.876884625,0.875938442,0.876820595,0.879364556,0.878644035,0.881130099,0.880224352
CO,Bogota,Usaquén,Wealthy,High Priority,% PRO Users Who Breakeven,0.738789324,0.745726943,0.753150383,0.753448993,0.742416578,0.748421267,0.749025162,0.750499661,0.741714954
MX,Reynosa,Rey_benito_juarez,Non Wealthy,Prioritized,Restaurants Markdowns / GMV,0.065933227,0.061191811,0.061834833,0.067004224,0.07198304,0.077937983,0.077471859,0.079379683,0.079618629
CL,Quillota,Quillota,Non Wealthy,Not Prioritized,% Restaurants Sessions With Optimal Assortment,0,0,0,0,0,0,0,0,0
MX,Cancun,Cun_Pedregal,Non Wealthy,Prioritized,% PRO Users Who Breakeven,0.343954248,0.35327405,0.33974359,0.343260188,0.343968872,0.342064715,0.324695122,0.323573574,0.313813814
MX,Cancun,Cun_Pedregal,Non Wealthy,Prioritized,Turbo Adoption,0.106617647,0.140151515,0.167259787,0.224334601,0.221343874,0.143617021,0.120218579,0.110236221,0.065789474
PE,Ica,San_Joaquin,Non Wealthy,Prioritized,% Restaurants Sessions With Optimal Assortment,0.86859687,0.868213687,0.88135496,0.878816434,0.881693401,0.891330664,0.888768654,0.89174188,0.884824787
PE,Ica,San_Joaquin,Non Wealthy,Prioritized,MLTV Top Verticals Adoption,0.092361392,0.093208822,0.100667077,0.102868591,0.099332085,0.095772812,0.08775498,0.084556874,0.087643601
PE,Lima,Comas,Non Wealthy,High Priority,Non-Pro PTC > OP,0.730110584,0.719242092,0.714576376,0.716433577,0.71405217,0.710919548,0.709069634,0.714878484,0.722669137
PE,Lima,Comas,Non Wealthy,High Priority,Turbo Adoption,0.23319229,0.170273973,0.177922168,0.191300734,0.199833067,0.191147429,0.191944923,0.178266512,0.17921666
CL,Santiago De Chile,puente_alto,Non Wealthy,High Priority,Pro Adoption (Last Week Status),0.286606307,0.282569361,0.285714286,0.27749257,0.276518113,0.285568847,0.297311272,0.318902931,0.336579033
CL,Santiago De Chile,puente_alto,Non Wealthy,High Priority,Turbo Adoption,0.177760968,0.173333333,0.157932011,0.154202515,0.154754506,0.160244648,0.159146342,0.101883891,0.150857143
CL,Santiago De Chile,puente_alto,Non Wealthy,High Priority,Lead Penetration,0.279789018,0.284730517,0.286829583,0.287782696,0.288255228,0.286748233,0.285425719,0.284481137,0.283914487
MX,Tlaxcala,TLX San Esteban,Non Wealthy,Not Prioritized,Lead Penetration,11.8,11.9,12,12,12,11.6,11.7,11.8,11.9
BR,Brasilia,DF - BSB - Lago Sul,Non Wealthy,Not Prioritized,Restaurants SST > SS CVR,0.808236164,0.811141255,0.800913651,0.850703064,0.863447022,0.853595459,0.760672407,0.687295313,0.645770071
AR,Rosario,Rosario (Centro),Non Wealthy,Prioritized,Non-Pro PTC > OP,0.75495415,0.752609708,0.745988831,0.731221617,0.742102213,0.737933572,0.717845856,0.714737881,0.717824617
AR,Rosario,Rosario (Centro),Non Wealthy,Prioritized,Lead Penetration,0.228947411,0.231547147,0.23314023,0.233601554,0.236269141,0.236990829,0.23913074,0.239459457,0.239783749
BR,Fortaleza,ce_for_montese/aero/castelao,Non Wealthy,Not Prioritized,% PRO Users Who Breakeven,0.204545455,0.223880597,0.235294118,0.218045113,0.238095238,0.208,0.224,0.246153846,0.186567164
BR,Rio De Janeiro,Leblon,Wealthy,High Priority,Non-Pro PTC > OP,0.880288688,0.881502564,0.882769379,0.875584647,0.875758112,0.871141933,0.870192589,0.878505419,0.880241259
PE,Lima,La Molina,Wealthy,High Priority,Restaurants SST > SS CVR,0.925488398,0.929049839,0.93143549,0.926270237,0.923641988,0.922686651,0.920549157,0.923909735,0.924953191
PE,Lima,La Molina,Wealthy,High Priority,Lead Penetration,0.356432207,0.357039633,0.359144335,0.360201273,0.360053306,0.360354875,0.364480378,0.367142968,0.368335848
CR,Cartago,Cartago_Oriental,Non Wealthy,Not Prioritized,% Restaurants Sessions With Optimal Assortment,0,0,0,0,0,0,0,0,0
CR,Cartago,Cartago_Oriental,Non Wealthy,Not Prioritized,Non-Pro PTC > OP,0.567662919,0.531263747,0.559502886,0.523205917,0.493110208,0.617363796,0.559370099,0.671127423,0.657667357
EC,Santo Domingo,Centenario,Non Wealthy,Not Prioritized,% Restaurants Sessions With Optimal Assortment,0,0,0,0,0,0,0,0,0
EC,Santo Domingo,Centenario,Non Wealthy,Not Prioritized,Restaurants SST > SS CVR,0.846023429,0.853360639,0.853783629,0.862399424,0.868334141,0.863668898,0.841966544,0.840058374,0.80408107
EC,Santo Domingo,Centenario,Non Wealthy,Not Prioritized,Pro Adoption (Last Week Status),0.21978022,0.247311828,0.233333333,0.173913044,0.198019802,0.214285714,0.20212766,0.215909091,0.226666667
EC,Santo Domingo,Centenario,Non Wealthy,Not Prioritized,% PRO Users Who Breakeven,0.3125,0.25,0.25,0.210526316,0.266666667,0.294117647,0.25,0.285714286,0.333333333
MX,Culiacan,Centro,Wealthy,Prioritized,Non-Pro PTC > OP,0.7472066,0.748173313,0.746087561,0.73315385,0.722853932,0.715684854,0.71281595,0.711817847,0.718494356
MX,Culiacan,Centro,Wealthy,Prioritized,Restaurants SST > SS CVR,0.915221086,0.917341359,0.917239684,0.915983044,0.917187528,0.919720117,0.91916512,0.916866963,0.918632624
MX,Culiacan,Centro,Wealthy,Prioritized,MLTV Top Verticals Adoption,0.14661489,0.144668213,0.142434474,0.140218048,0.13819791,0.137952487,0.137818947,0.138748156,0.135052271
MX,Merida,MID_AMERICAS TEMOZON,Wealthy,Prioritized,Turbo Adoption,0.304583836,0.309157959,0.315852923,0.332144979,0.347877359,0.331833521,0.338538762,0.313171283,0.264214047
MX,Cordoba,Cordoba,Non Wealthy,Not Prioritized,% PRO Users Who Breakeven,0.305970149,0.300639659,0.321041215,0.336400818,0.356643357,0.353754941,0.361660079,0.367961165,0.33557047
AR,Buenos Aires,DEL_VISO,Non Wealthy,Prioritized,% PRO Users Who Breakeven,0.014492754,0.029411765,0.068493151,0.078947368,0.047619048,0.058139535,0.096774194,0.106382979,0.103092784
MX,Zacatecas,ZAC Campesina,Non Wealthy,Not Prioritized,Restaurants SST > SS CVR,0.82097053,0.825862686,0.803838337,0.831107026,0.839141583,0.815143238,0.823312173,0.829249172,0.832513437
MX,Zacatecas,ZAC Campesina,Non Wealthy,Not Prioritized,Pro Adoption (Last Week Status),0.19375,0.201219512,0.242236025,0.220858896,0.201219512,0.191082803,0.142857143,0.18125,0.187969925
MX,Zacatecas,ZAC Campesina,Non Wealthy,Not Prioritized,Restaurants Markdowns / GMV,0.11130559,0.10485883,0.106182087,0.10002347,0.099209542,0.097353299,0.093546409,0.110332919,0.096757901
BR,Campo Grande,Campo Grande Expansión,Non Wealthy,Not Prioritized,% Restaurants Sessions With Optimal Assortment,0,0,0,0,0,0,0,0,0
AR,Buenos Aires,Castelar - Ituzaingo,Non Wealthy,High Priority,Non-Pro PTC > OP,0.762379506,0.763964808,0.752507946,0.751306517,0.758274047,0.756336136,0.748164506,0.735333797,0.734765231
CO,Bucaramanga,Floridablanca,Wealthy,High Priority,Pro Adoption (Last Week Status),0.314537135,0.308323564,0.297362271,0.292331954,0.288878664,0.287763713,0.28873057,0.28963258,0.313067281
CO,Santa Marta,Zazue,Non Wealthy,Prioritized,% Restaurants Sessions With Optimal Assortment,0.523522234,0.49771283,0.50542224,0.52695733,0.542776243,0.578687338,0.571790078,0.58468419,0.615039783
CO,Santa Marta,Zazue,Non Wealthy,Prioritized,Non-Pro PTC > OP,0.877832776,0.867906408,0.864730675,0.855084898,0.852216826,0.86339115,0.85076974,0.834799879,0.838519732
CO,Santa Marta,Zazue,Non Wealthy,Prioritized,Turbo Adoption,0.461490683,0.499687305,0.46923555,0.455414013,0.457124436,0.422693267,0.441176471,0.429444105,0.467861558
CO,Santa Marta,Zazue,Non Wealthy,Prioritized,Restaurants Markdowns / GMV,0.052477617,0.058317812,0.058553974,0.066071621,0.065830346,0.068108609,0.066152238,0.064456232,0.062292415
PE,Lima,La Taboada,Non Wealthy,Not Prioritized,% Restaurants Sessions With Optimal Assortment,0.983398794,0.984012356,0.985255033,0.983988385,0.982755861,0.982552868,0.981911317,0.984240872,0.985423612
PE,Lima,La Taboada,Non Wealthy,Not Prioritized,Restaurants SST > SS CVR,0.938477326,0.938702713,0.941870692,0.941646941,0.941642189,0.938898162,0.938966972,0.939424792,0.94470022
CO,Medellin,Alto_de_las_palmas,Wealthy,Prioritized,Perfect Orders,0.866592111,0.869701301,0.853167734,0.869415785,0.886996263,0.881648656,0.892120708,0.878844934,0.852625231
EC,Guayaquil,Via la costa Este,Wealthy,Prioritized,Restaurants SS > ATC CVR,0.539301162,0.549859222,0.558780575,0.588192846,0.611857548,0.611656802,0.607452178,0.596992015,0.568476388
EC,Guayaquil,Via la costa Este,Wealthy,Prioritized,Pro Adoption (Last Week Status),0.300411523,0.312741313,0.296992481,0.322097378,0.305454546,0.324528302,0.355805243,0.361111111,0.387096774
EC,Guayaquil,Via la costa Este,Wealthy,Prioritized,Lead Penetration,0.023534483,0.025560345,0.02691092,0.027586207,0.027586207,0.027586207,0.027586207,0.027586207,0.027586207
EC,Quito,La Morita II,Non Wealthy,Prioritized,Non-Pro PTC > OP,0.731194986,0.726698771,0.716435332,0.71522268,0.729884352,0.725077516,0.724843544,0.730205987,0.737509563
EC,Guayaquil,Villa del Rey,Non Wealthy,Prioritized,Restaurants SS > ATC CVR,0.502545611,0.485795974,0.490259614,0.484255515,0.500184667,0.492140278,0.480367707,0.462722178,0.423646399
EC,Guayaquil,Villa del Rey,Non Wealthy,Prioritized,MLTV Top Verticals Adoption,0.13104544,0.13551831,0.128621319,0.12236491,0.110795302,0.104154916,0.094921039,0.087029224,0.077495945
EC,Guayaquil,Villa del Rey,Non Wealthy,Prioritized,Pro Adoption (Last Week Status),0.17989418,0.170731707,0.172897196,0.156682028,0.158119658,0.16097561,0.186746988,0.18852459,0.171875
EC,Guayaquil,Villa del Rey,Non Wealthy,Prioritized,% PRO Users Who Breakeven,0.166666667,0.214285714,0.153846154,0.266666667,0.333333333,0.142857143,0.214285714,0.142857143,0.142857143
BR,Jundiai,Fazenda Grande,Non Wealthy,Not Prioritized,Non-Pro PTC > OP,0.702380952,0.626785714,0.527857143,0.611428571,0.67,0.739285714,0.821269841,0.698809524,0.697258297
BR,Jundiai,Fazenda Grande,Non Wealthy,Not Prioritized,% PRO Users Who Breakeven,0,0,0,0,0,0,0,0,0
CO,Monteria,Centro,Non Wealthy,Prioritized,Pro Adoption (Last Week Status),0.261758216,0.251040846,0.234273319,0.225028348,0.224120501,0.224017338,0.224701659,0.228861986,0.248677832
CO,Monteria,Centro,Non Wealthy,Prioritized,Restaurants Markdowns / GMV,0.104710883,0.10584598,0.107338113,0.113078551,0.113271074,0.118627406,0.117516458,0.116810401,0.117665679
BR,Aracaju,SE - AJU - Aracaju,Non Wealthy,Not Prioritized,Lead Penetration,0.101217512,0.104836048,0.105791716,0.104851235,0.102393896,0.100691806,0.098215225,0.097455196,0.098028444
MX,Tijuana,TIJ_Florido_Mariano,Non Wealthy,Prioritized,Non-Pro PTC > OP,0.746726413,0.744387176,0.745628493,0.712596648,0.690039853,0.671546953,0.662913084,0.648425522,0.65682399
MX,Ciudad De Mexico,Santafe,Wealthy,Prioritized,Restaurants SST > SS CVR,0.901060503,0.903609149,0.901574222,0.900477819,0.900998926,0.906888208,0.904309526,0.906791,0.907051559
CL,Rancagua,Machali,Non Wealthy,Prioritized,MLTV Top Verticals Adoption,0.059465556,0.07918741,0.088315912,0.06459156,0.034200542,0.013333333,0.010385488,0.025634644,0.03014435
CL,Rancagua,Machali,Non Wealthy,Prioritized,% PRO Users Who Breakeven,0.095238095,0.130434783,0.181818182,0.090909091,0.086956522,0.045454545,0,0.115384615,0.071428571
MX,Durango,Dgo_los_viñedos,Non Wealthy,Prioritized,Restaurants SS > ATC CVR,0.586126705,0.575158126,0.565568429,0.566672198,0.567287698,0.568464801,0.56069032,0.551809188,0.550098648
MX,Durango,Dgo_los_viñedos,Non Wealthy,Prioritized,MLTV Top Verticals Adoption,0.113464777,0.114495542,0.116425144,0.114224261,0.113435289,0.111880247,0.112417672,0.115040448,0.114522065
MX,Durango,Dgo_los_viñedos,Non Wealthy,Prioritized,Pro Adoption (Last Week Status),0.22161235,0.224597057,0.222690552,0.213258506,0.21665465,0.216991541,0.231315396,0.237800155,0.252202133
MX,Durango,Dgo_los_viñedos,Non Wealthy,Prioritized,Lead Penetration,0.152289326,0.152907631,0.156972396,0.165753475,0.171931032,0.17472671,0.179380083,0.183399528,0.184753381
CL,Santiago De Chile,chicureo,Wealthy,Not Prioritized,Restaurants SST > SS CVR,0.754893407,0.760354391,0.779159295,0.77991518,0.760557797,0.743900242,0.72590176,0.735719092,0.735477566
CL,Santiago De Chile,chicureo,Wealthy,Not Prioritized,MLTV Top Verticals Adoption,0.187020285,0.191435031,0.193434556,0.193922088,0.199145341,0.194870814,0.182591329,0.181442785,0.161931477
MX,Leon,LEO_Campestre,Wealthy,Prioritized,Restaurants SST > SS CVR,0.860911868,0.859708519,0.851552509,0.856959297,0.862377933,0.856259138,0.856558568,0.855651642,0.865186018
MX,Culiacan,Valle_Alto,Wealthy,Prioritized,Non-Pro PTC > OP,0.727781716,0.725972782,0.724509548,0.714900329,0.703278995,0.696993068,0.699944234,0.704532653,0.710162059
MX,Culiacan,Valle_Alto,Wealthy,Prioritized,Lead Penetration,0.253074613,0.25040811,0.248285495,0.246389557,0.247182067,0.24820985,0.249941972,0.250809767,0.250102464
CL,Santiago De Chile,San Bernardo,Non Wealthy,Prioritized,Restaurants Markdowns / GMV,0.129764741,0.15146307,0.163176706,0.163588949,0.160770239,0.159938698,0.146495149,0.138158106,0.13778033
EC,Quito,Condado,Non Wealthy,Prioritized,Perfect Orders,0.922248729,0.911504835,0.903841261,0.906143439,0.912042655,0.923932675,0.927095176,0.930343042,0.92613948
EC,Quito,Condado,Non Wealthy,Prioritized,MLTV Top Verticals Adoption,0.125406364,0.127208111,0.129305132,0.126056735,0.121686618,0.11907253,0.119382636,0.120459626,0.120552539
EC,Quito,Condado,Non Wealthy,Prioritized,Pro Adoption (Last Week Status),0.215041128,0.24091442,0.230113636,0.215119511,0.207527444,0.194105691,0.198094283,0.205597964,0.226268657
AR,San Rafael,SAN_RAFAEL,Non Wealthy,Not Prioritized,% Restaurants Sessions With Optimal Assortment,0,0,0,0,0,0,0,0,0
BR,Brasilia,DF - BSB - Águas Claras,Non Wealthy,Not Prioritized,% Restaurants Sessions With Optimal Assortment,0,0,0,0,0,0,0,0,0
CO,Medellin,Sabaneta,Non Wealthy,Prioritized,Restaurants SS > ATC CVR,0.65633054,0.649180499,0.645581883,0.644104111,0.636940556,0.65021758,0.657966204,0.665153526,0.671670248
BR,Grande São Paulo,SP - SBC - Baeta/Santo André,Non Wealthy,Prioritized,% Restaurants Sessions With Optimal Assortment,0.808207708,0.786800216,0.764773295,0.748170739,0.7149878,0.710792373,0.711498758,0.706238334,0.702984234
BR,Grande São Paulo,SP - SBC - Baeta/Santo André,Non Wealthy,Prioritized,Restaurants SS > ATC CVR,0.473284751,0.473364153,0.448719577,0.443848411,0.438712628,0.44230159,0.438206486,0.435650396,0.421052006
BR,Grande São Paulo,SP - SBC - Baeta/Santo André,Non Wealthy,Prioritized,Restaurants SST > SS CVR,0.877270627,0.889997183,0.892427627,0.895589646,0.890943113,0.89040812,0.879947936,0.880356507,0.873331228
CL,Iquique,Iquique,Wealthy,Prioritized,Restaurants SS > ATC CVR,0.507849838,0.499259559,0.490093138,0.4884039,0.485300579,0.502520479,0.493852264,0.482259964,0.46526213
CL,Iquique,Iquique,Wealthy,Prioritized,MLTV Top Verticals Adoption,0.09738186,0.095318095,0.092467169,0.094088793,0.098572053,0.101130145,0.100069925,0.097426015,0.088426742
CL,Iquique,Iquique,Wealthy,Prioritized,Pro Adoption (Last Week Status),0.352839931,0.360770578,0.360068259,0.375203915,0.361525705,0.366220736,0.344768439,0.35125448,0.343157895
MX,Merida,MID_CHOLUL,Non Wealthy,High Priority,Restaurants Markdowns / GMV,0.065868353,0.063938377,0.06083661,0.061726688,0.063333488,0.06680363,0.069079005,0.071706286,0.073387082
MX,Ciudad De Mexico,CDMX_coapa_iztapalapa,Non Wealthy,High Priority,Restaurants SST > SS CVR,0.917962191,0.923701395,0.925335883,0.925852827,0.924626587,0.926392004,0.924779854,0.924834932,0.926650043
AR,Buenos Aires,CABALLITO,Wealthy,Prioritized,Restaurants SS > ATC CVR,0.63868926,0.636093755,0.626172232,0.605710148,0.601287473,0.600613341,0.603373993,0.611771678,0.617074159
